Timeline,Name,Status,Country,2016 Census of Population,Lat&Long,Province,Tavg,Tmin,Tmax
2021-02-11,Rochon Sands,Summer village,Canada,86,"(52.45791, -112.8835)",Alberta,-28.8,-34.0,-24.0
2021-02-12,Rochon Sands,Summer village,Canada,86,"(52.45791, -112.8835)",Alberta,-22.0,-24.0,-20.0
2021-02-07,Rockyford,Village,Canada,316,"(51.23361, -113.14449)",Alberta,-28.9,-31.0,-26.0
2021-02-08,Rockyford,Village,Canada,316,"(51.23361, -113.14449)",Alberta,-29.6,-32.0,-25.0
2021-02-09,Rockyford,Village,Canada,316,"(51.23361, -113.14449)",Alberta,-29.5,-33.0,-26.0
2021-02-10,Rockyford,Village,Canada,316,"(51.23361, -113.14449)",Alberta,-29.6,-33.0,-28.0
2021-02-11,Rockyford,Village,Canada,316,"(51.23361, -113.14449)",Alberta,-30.0,-33.0,-27.0
2021-02-12,Rockyford,Village,Canada,316,"(51.23361, -113.14449)",Alberta,-21.9,-26.0,-19.0
2021-02-07,Rosemary,Village,Canada,396,"(50.7557, -112.08197)",Alberta,-29.5,-35.4,-23.5
2021-02-08,Rosemary,Village,Canada,396,"(50.7557, -112.08197)",Alberta,-30.7,-35.0,-25.0
2021-02-09,Rosemary,Village,Canada,396,"(50.7557, -112.08197)",Alberta,-29.3,-33.0,-24.5
2021-02-10,Rosemary,Village,Canada,396,"(50.7557, -112.08197)",Alberta,-29.4,-34.0,-26.0
2021-02-11,Rosemary,Village,Canada,396,"(50.7557, -112.08197)",Alberta,-30.5,-34.4,-26.0
2021-02-12,Rosemary,Village,Canada,396,"(50.7557, -112.08197)",Alberta,-21.8,-29.0,-20.0
2021-02-07,Rycroft,Village,Canada,612,"(55.75929, -118.71608)",Alberta,-35.5,-41.0,-28.0
2021-02-08,Rycroft,Village,Canada,612,"(55.75929, -118.71608)",Alberta,-31.5,-35.0,-29.0
2021-02-09,Rycroft,Village,Canada,612,"(55.75929, -118.71608)",Alberta,-32.5,-38.0,-28.0
2021-02-10,Rycroft,Village,Canada,612,"(55.75929, -118.71608)",Alberta,-29.2,-33.0,-25.0
2021-02-11,Rycroft,Village,Canada,612,"(55.75929, -118.71608)",Alberta,-29.1,-35.0,-22.0
2021-02-12,Rycroft,Village,Canada,612,"(55.75929, -118.71608)",Alberta,-23.3,-30.0,-19.0
2021-02-07,Ryley,Village,Canada,483,"(53.28985, -112.42781)",Alberta,-32.3,-38.0,-25.0
2021-02-08,Ryley,Village,Canada,483,"(53.28985, -112.42781)",Alberta,-30.6,-35.0,-27.0
2021-02-09,Ryley,Village,Canada,483,"(53.28985, -112.42781)",Alberta,-28.6,-31.0,-27.0
2021-02-10,Ryley,Village,Canada,483,"(53.28985, -112.42781)",Alberta,-28.6,-30.0,-27.0
2021-02-11,Ryley,Village,Canada,483,"(53.28985, -112.42781)",Alberta,-27.7,-33.0,-23.0
2021-02-12,Ryley,Village,Canada,483,"(53.28985, -112.42781)",Alberta,-22.2,-24.0,-21.0
2021-02-07,Sedgewick,Town,Canada,811,"(52.77626, -111.69707)",Alberta,-34.8,-41.0,-28.0
2021-02-08,Sedgewick,Town,Canada,811,"(52.77626, -111.69707)",Alberta,-32.3,-38.0,-27.0
2021-02-09,Sedgewick,Town,Canada,811,"(52.77626, -111.69707)",Alberta,-29.0,-32.0,-26.0
2021-02-10,Sedgewick,Town,Canada,811,"(52.77626, -111.69707)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Sedgewick,Town,Canada,811,"(52.77626, -111.69707)",Alberta,-28.5,-33.0,-23.0
2021-02-12,Sedgewick,Town,Canada,811,"(52.77626, -111.69707)",Alberta,-21.8,-23.0,-20.0
2021-02-07,Sexsmith,Town,Canada,2620,"(55.34852, -118.78231)",Alberta,-38.7,-44.0,-32.0
2021-02-08,Sexsmith,Town,Canada,2620,"(55.34852, -118.78231)",Alberta,-32.8,-38.0,-29.0
2021-02-09,Sexsmith,Town,Canada,2620,"(55.34852, -118.78231)",Alberta,-34.1,-38.0,-30.0
2021-02-10,Sexsmith,Town,Canada,2620,"(55.34852, -118.78231)",Alberta,-30.2,-36.0,-26.0
2021-02-11,Sexsmith,Town,Canada,2620,"(55.34852, -118.78231)",Alberta,-30.0,-37.0,-23.0
2021-02-12,Sexsmith,Town,Canada,2620,"(55.34852, -118.78231)",Alberta,-21.5,-29.0,-17.0
2021-02-07,Slave Lake,Town,Canada,6651,"(55.2867, -114.77155)",Alberta,-35.6,-40.0,-24.0
2021-02-08,Slave Lake,Town,Canada,6651,"(55.2867, -114.77155)",Alberta,-30.1,-39.0,-26.0
2021-02-09,Slave Lake,Town,Canada,6651,"(55.2867, -114.77155)",Alberta,-28.3,-30.0,-26.0
2021-02-10,Slave Lake,Town,Canada,6651,"(55.2867, -114.77155)",Alberta,-27.4,-29.0,-25.0
2021-02-11,Slave Lake,Town,Canada,6651,"(55.2867, -114.77155)",Alberta,-26.4,-30.0,-24.0
2021-02-12,Slave Lake,Town,Canada,6651,"(55.2867, -114.77155)",Alberta,-21.6,-26.0,-19.0
2021-02-07,Smoky Lake,Town,Canada,964,"(54.1105, -112.47574)",Alberta,-33.9,-40.4,-26.0
2021-02-08,Smoky Lake,Town,Canada,964,"(54.1105, -112.47574)",Alberta,-31.0,-36.9,-26.0
2021-02-09,Smoky Lake,Town,Canada,964,"(54.1105, -112.47574)",Alberta,-28.2,-30.0,-25.0
2021-02-10,Smoky Lake,Town,Canada,964,"(54.1105, -112.47574)",Alberta,-28.5,-30.5,-26.5
2021-02-11,Smoky Lake,Town,Canada,964,"(54.1105, -112.47574)",Alberta,-28.1,-33.5,-24.0
2021-02-12,Smoky Lake,Town,Canada,964,"(54.1105, -112.47574)",Alberta,-21.8,-24.5,-20.0
2021-02-07,St. Paul[o],Town,Canada,5827,"(53.99139, -111.28163)",Alberta,-35.5,-43.0,-28.0
2021-02-08,St. Paul[o],Town,Canada,5827,"(53.99139, -111.28163)",Alberta,-32.1,-40.0,-26.0
2021-02-09,St. Paul[o],Town,Canada,5827,"(53.99139, -111.28163)",Alberta,-28.5,-30.0,-26.0
2021-02-10,St. Paul[o],Town,Canada,5827,"(53.99139, -111.28163)",Alberta,-29.6,-33.0,-28.0
2021-02-11,St. Paul[o],Town,Canada,5827,"(53.99139, -111.28163)",Alberta,-30.3,-37.0,-25.0
2021-02-12,St. Paul[o],Town,Canada,5827,"(53.99139, -111.28163)",Alberta,-22.8,-25.0,-21.0
2021-02-07,Standard,Village,Canada,353,"(51.11004, -112.98179)",Alberta,-29.6,-32.0,-26.5
2021-02-08,Standard,Village,Canada,353,"(51.11004, -112.98179)",Alberta,-30.3,-32.5,-26.5
2021-02-09,Standard,Village,Canada,353,"(51.11004, -112.98179)",Alberta,-29.8,-33.0,-27.0
2021-02-10,Standard,Village,Canada,353,"(51.11004, -112.98179)",Alberta,-30.0,-33.0,-28.0
2021-02-11,Standard,Village,Canada,353,"(51.11004, -112.98179)",Alberta,-30.4,-33.5,-27.5
2021-02-12,Standard,Village,Canada,353,"(51.11004, -112.98179)",Alberta,-22.6,-26.5,-20.5
2021-02-07,Stavely,Town,Canada,541,"(50.16486, -113.64486)",Alberta,-24.5,-29.0,-21.0
2021-02-08,Stavely,Town,Canada,541,"(50.16486, -113.64486)",Alberta,-26.4,-35.5,-22.5
2021-02-09,Stavely,Town,Canada,541,"(50.16486, -113.64486)",Alberta,-28.4,-34.5,-22.5
2021-02-10,Stavely,Town,Canada,541,"(50.16486, -113.64486)",Alberta,-28.2,-33.0,-24.0
2021-02-11,Stavely,Town,Canada,541,"(50.16486, -113.64486)",Alberta,-30.2,-35.5,-24.0
2021-02-12,Stavely,Town,Canada,541,"(50.16486, -113.64486)",Alberta,-22.9,-33.5,-17.0
2021-02-07,Stettler,Town,Canada,5952,"(52.32367, -112.7051)",Alberta,-31.4,-35.0,-25.0
2021-02-08,Stettler,Town,Canada,5952,"(52.32367, -112.7051)",Alberta,-32.0,-37.0,-27.0
2021-02-09,Stettler,Town,Canada,5952,"(52.32367, -112.7051)",Alberta,-30.1,-34.0,-26.0
2021-02-10,Stettler,Town,Canada,5952,"(52.32367, -112.7051)",Alberta,-30.3,-34.0,-28.0
2021-02-11,Stettler,Town,Canada,5952,"(52.32367, -112.7051)",Alberta,-28.8,-34.0,-24.0
2021-02-12,Stettler,Town,Canada,5952,"(52.32367, -112.7051)",Alberta,-22.0,-24.0,-20.0
2021-02-07,Strathmore,Town,Canada,13756,"(51.04125, -113.40029)",Alberta,-28.9,-31.0,-26.0
2021-02-08,Strathmore,Town,Canada,13756,"(51.04125, -113.40029)",Alberta,-29.6,-32.0,-25.0
2021-02-09,Strathmore,Town,Canada,13756,"(51.04125, -113.40029)",Alberta,-29.5,-33.0,-26.0
2021-02-10,Strathmore,Town,Canada,13756,"(51.04125, -113.40029)",Alberta,-29.6,-33.0,-28.0
2021-02-11,Strathmore,Town,Canada,13756,"(51.04125, -113.40029)",Alberta,-30.0,-33.0,-27.0
2021-02-12,Strathmore,Town,Canada,13756,"(51.04125, -113.40029)",Alberta,-21.9,-26.0,-19.0
2021-02-07,Sundre,Town,Canada,2729,"(51.79719, -114.64116)",Alberta,-30.8,-40.0,-22.0
2021-02-08,Sundre,Town,Canada,2729,"(51.79719, -114.64116)",Alberta,-28.4,-34.0,-23.0
2021-02-09,Sundre,Town,Canada,2729,"(51.79719, -114.64116)",Alberta,-31.6,-37.0,-24.0
2021-02-10,Sundre,Town,Canada,2729,"(51.79719, -114.64116)",Alberta,-32.1,-37.0,-26.0
2021-02-11,Sundre,Town,Canada,2729,"(51.79719, -114.64116)",Alberta,-30.5,-41.0,-23.0
2021-02-12,Sundre,Town,Canada,2729,"(51.79719, -114.64116)",Alberta,-20.3,-23.0,-17.0
2021-02-07,Taber,Town,Canada,8428,"(49.78786, -112.12714)",Alberta,-25.7,-29.0,-22.5
2021-02-08,Taber,Town,Canada,8428,"(49.78786, -112.12714)",Alberta,-28.0,-36.5,-23.0
2021-02-09,Taber,Town,Canada,8428,"(49.78786, -112.12714)",Alberta,-30.1,-36.5,-24.0
2021-02-10,Taber,Town,Canada,8428,"(49.78786, -112.12714)",Alberta,-29.2,-35.5,-25.0
2021-02-11,Taber,Town,Canada,8428,"(49.78786, -112.12714)",Alberta,-30.6,-35.0,-25.5
2021-02-12,Taber,Town,Canada,8428,"(49.78786, -112.12714)",Alberta,-23.8,-32.0,-19.0
2021-02-07,Three Hills,Town,Canada,3212,"(51.70714, -113.26555)",Alberta,-35.8,-41.0,-29.0
2021-02-08,Three Hills,Town,Canada,3212,"(51.70714, -113.26555)",Alberta,-32.9,-40.0,-26.0
2021-02-09,Three Hills,Town,Canada,3212,"(51.70714, -113.26555)",Alberta,-30.9,-35.0,-26.0
2021-02-10,Three Hills,Town,Canada,3212,"(51.70714, -113.26555)",Alberta,-30.7,-35.0,-27.0
2021-02-11,Three Hills,Town,Canada,3212,"(51.70714, -113.26555)",Alberta,-30.0,-35.0,-24.0
2021-02-12,Three Hills,Town,Canada,3212,"(51.70714, -113.26555)",Alberta,-21.2,-23.0,-19.0
2021-02-07,Tofield,Town,Canada,2081,"(53.36988, -112.66558)",Alberta,-32.3,-38.0,-25.0
2021-02-08,Tofield,Town,Canada,2081,"(53.36988, -112.66558)",Alberta,-30.6,-35.0,-27.0
2021-02-09,Tofield,Town,Canada,2081,"(53.36988, -112.66558)",Alberta,-28.6,-31.0,-27.0
2021-02-10,Tofield,Town,Canada,2081,"(53.36988, -112.66558)",Alberta,-28.6,-30.0,-27.0
2021-02-11,Tofield,Town,Canada,2081,"(53.36988, -112.66558)",Alberta,-27.7,-33.0,-23.0
2021-02-12,Tofield,Town,Canada,2081,"(53.36988, -112.66558)",Alberta,-22.2,-24.0,-21.0
2021-02-07,Trochu,Town,Canada,1058,"(51.82371, -113.23767)",Alberta,-35.8,-41.0,-29.0
2021-02-08,Trochu,Town,Canada,1058,"(51.82371, -113.23767)",Alberta,-32.9,-40.0,-26.0
2021-02-09,Trochu,Town,Canada,1058,"(51.82371, -113.23767)",Alberta,-30.9,-35.0,-26.0
2021-02-10,Trochu,Town,Canada,1058,"(51.82371, -113.23767)",Alberta,-30.7,-35.0,-27.0
2021-02-11,Trochu,Town,Canada,1058,"(51.82371, -113.23767)",Alberta,-30.0,-35.0,-24.0
2021-02-12,Trochu,Town,Canada,1058,"(51.82371, -113.23767)",Alberta,-21.2,-23.0,-19.0
2021-02-07,Two Hills,Town,Canada,1352,"(53.71549, -111.74182)",Alberta,-34.3,-39.9,-28.0
2021-02-08,Two Hills,Town,Canada,1352,"(53.71549, -111.74182)",Alberta,-32.1,-39.5,-27.5
2021-02-09,Two Hills,Town,Canada,1352,"(53.71549, -111.74182)",Alberta,-28.5,-30.5,-26.5
2021-02-10,Two Hills,Town,Canada,1352,"(53.71549, -111.74182)",Alberta,-29.0,-31.5,-27.5
2021-02-11,Two Hills,Town,Canada,1352,"(53.71549, -111.74182)",Alberta,-28.5,-34.0,-23.5
2021-02-12,Two Hills,Town,Canada,1352,"(53.71549, -111.74182)",Alberta,-22.4,-24.5,-20.5
2021-02-07,Valleyview,Town,Canada,1863,"(55.06844, -117.27239)",Alberta,-34.3,-42.0,-26.0
2021-02-08,Valleyview,Town,Canada,1863,"(55.06844, -117.27239)",Alberta,-32.3,-36.0,-27.0
2021-02-09,Valleyview,Town,Canada,1863,"(55.06844, -117.27239)",Alberta,-33.7,-39.0,-30.0
2021-02-10,Valleyview,Town,Canada,1863,"(55.06844, -117.27239)",Alberta,-30.3,-33.0,-26.0
2021-02-11,Valleyview,Town,Canada,1863,"(55.06844, -117.27239)",Alberta,-30.8,-37.0,-25.0
2021-02-12,Valleyview,Town,Canada,1863,"(55.06844, -117.27239)",Alberta,-21.5,-25.0,-16.0
2021-02-07,Vauxhall,Town,Canada,1222,"(50.07088, -112.09734)",Alberta,-25.9,-29.7,-22.7
2021-02-08,Vauxhall,Town,Canada,1222,"(50.07088, -112.09734)",Alberta,-28.0,-35.0,-23.0
2021-02-09,Vauxhall,Town,Canada,1222,"(50.07088, -112.09734)",Alberta,-29.7,-35.7,-23.7
2021-02-10,Vauxhall,Town,Canada,1222,"(50.07088, -112.09734)",Alberta,-28.8,-34.4,-25.0
2021-02-11,Vauxhall,Town,Canada,1222,"(50.07088, -112.09734)",Alberta,-30.3,-34.3,-25.3
2021-02-12,Vauxhall,Town,Canada,1222,"(50.07088, -112.09734)",Alberta,-23.5,-31.7,-19.0
2021-02-07,Vegreville,Town,Canada,5708,"(53.49529, -112.05415)",Alberta,-33.6,-39.2,-27.0
2021-02-08,Vegreville,Town,Canada,5708,"(53.49529, -112.05415)",Alberta,-31.6,-37.9,-27.3
2021-02-09,Vegreville,Town,Canada,5708,"(53.49529, -112.05415)",Alberta,-28.5,-30.7,-26.7
2021-02-10,Vegreville,Town,Canada,5708,"(53.49529, -112.05415)",Alberta,-28.9,-31.0,-27.3
2021-02-11,Vegreville,Town,Canada,5708,"(53.49529, -112.05415)",Alberta,-28.2,-33.7,-23.3
2021-02-12,Vegreville,Town,Canada,5708,"(53.49529, -112.05415)",Alberta,-22.3,-24.3,-20.7
2021-02-07,Vermilion,Town,Canada,4084,"(53.35398, -110.8571)",Alberta,-33.5,-40.0,-27.0
2021-02-08,Vermilion,Town,Canada,4084,"(53.35398, -110.8571)",Alberta,-30.9,-35.0,-27.0
2021-02-09,Vermilion,Town,Canada,4084,"(53.35398, -110.8571)",Alberta,-28.0,-30.0,-26.0
2021-02-10,Vermilion,Town,Canada,4084,"(53.35398, -110.8571)",Alberta,-29.3,-34.0,-27.0
2021-02-11,Vermilion,Town,Canada,4084,"(53.35398, -110.8571)",Alberta,-29.5,-35.0,-24.0
2021-02-12,Vermilion,Town,Canada,4084,"(53.35398, -110.8571)",Alberta,-22.6,-24.0,-21.0
2021-02-07,Veteran,Village,Canada,207,"(52.00415, -111.12311)",Alberta,-32.1,-37.0,-28.0
2021-02-08,Veteran,Village,Canada,207,"(52.00415, -111.12311)",Alberta,-30.6,-34.0,-28.0
2021-02-09,Veteran,Village,Canada,207,"(52.00415, -111.12311)",Alberta,-28.8,-31.0,-26.0
2021-02-10,Veteran,Village,Canada,207,"(52.00415, -111.12311)",Alberta,-30.0,-33.0,-28.0
2021-02-11,Veteran,Village,Canada,207,"(52.00415, -111.12311)",Alberta,-30.9,-35.0,-26.0
2021-02-12,Veteran,Village,Canada,207,"(52.00415, -111.12311)",Alberta,-23.3,-25.0,-22.0
2021-02-07,Viking,Town,Canada,1083,"(53.0951, -111.78385)",Alberta,-34.8,-41.0,-28.0
2021-02-08,Viking,Town,Canada,1083,"(53.0951, -111.78385)",Alberta,-32.3,-38.0,-27.0
2021-02-09,Viking,Town,Canada,1083,"(53.0951, -111.78385)",Alberta,-29.0,-32.0,-26.0
2021-02-10,Viking,Town,Canada,1083,"(53.0951, -111.78385)",Alberta,-29.5,-33.0,-27.0
2021-02-11,Viking,Town,Canada,1083,"(53.0951, -111.78385)",Alberta,-28.5,-33.0,-23.0
2021-02-12,Viking,Town,Canada,1083,"(53.0951, -111.78385)",Alberta,-21.8,-23.0,-20.0
2021-02-07,Vilna,Village,Canada,290,"(54.11403, -111.91909)",Alberta,-36.6,-43.0,-27.0
2021-02-08,Vilna,Village,Canada,290,"(54.11403, -111.91909)",Alberta,-31.9,-39.0,-26.0
2021-02-09,Vilna,Village,Canada,290,"(54.11403, -111.91909)",Alberta,,,
2021-02-10,Vilna,Village,Canada,290,"(54.11403, -111.91909)",Alberta,-28.0,-30.0,-26.0
2021-02-11,Vilna,Village,Canada,290,"(54.11403, -111.91909)",Alberta,-27.4,-33.0,-23.0
2021-02-12,Vilna,Village,Canada,290,"(54.11403, -111.91909)",Alberta,-21.5,-24.0,-20.0
2021-02-07,Vulcan,Town,Canada,1917,"(50.39734, -113.25818)",Alberta,-25.2,-30.0,-22.0
2021-02-08,Vulcan,Town,Canada,1917,"(50.39734, -113.25818)",Alberta,-27.1,-35.0,-23.0
2021-02-09,Vulcan,Town,Canada,1917,"(50.39734, -113.25818)",Alberta,-28.9,-34.0,-23.0
2021-02-10,Vulcan,Town,Canada,1917,"(50.39734, -113.25818)",Alberta,-28.7,-33.0,-26.0
2021-02-11,Vulcan,Town,Canada,1917,"(50.39734, -113.25818)",Alberta,-31.2,-36.0,-25.0
2021-02-12,Vulcan,Town,Canada,1917,"(50.39734, -113.25818)",Alberta,-22.7,-33.0,-18.0
2021-02-07,Waiparous,Summer village,Canada,49,"(51.28319, -114.83881)",Alberta,-26.0,-34.0,-21.0
2021-02-08,Waiparous,Summer village,Canada,49,"(51.28319, -114.83881)",Alberta,-25.8,-32.0,-22.0
2021-02-09,Waiparous,Summer village,Canada,49,"(51.28319, -114.83881)",Alberta,-30.5,-40.0,-22.0
2021-02-10,Waiparous,Summer village,Canada,49,"(51.28319, -114.83881)",Alberta,-28.5,-32.0,-24.0
2021-02-11,Waiparous,Summer village,Canada,49,"(51.28319, -114.83881)",Alberta,-32.6,-41.0,-22.0
2021-02-12,Waiparous,Summer village,Canada,49,"(51.28319, -114.83881)",Alberta,-22.8,-34.0,-15.0
2021-02-07,Warner,Village,Canada,373,"(49.28832, -112.20714)",Alberta,-25.2,-27.9,-22.9
2021-02-08,Warner,Village,Canada,373,"(49.28832, -112.20714)",Alberta,-26.9,-32.9,-23.0
2021-02-09,Warner,Village,Canada,373,"(49.28832, -112.20714)",Alberta,-30.4,-35.1,-24.9
2021-02-10,Warner,Village,Canada,373,"(49.28832, -112.20714)",Alberta,-30.1,-35.0,-25.5
2021-02-11,Warner,Village,Canada,373,"(49.28832, -112.20714)",Alberta,-30.9,-35.5,-26.5
2021-02-12,Warner,Village,Canada,373,"(49.28832, -112.20714)",Alberta,-26.1,-35.5,-20.0
2021-02-07,Waskatenau,Village,Canada,186,"(54.09546, -112.78809)",Alberta,-33.9,-41.0,-26.0
2021-02-08,Waskatenau,Village,Canada,186,"(54.09546, -112.78809)",Alberta,-30.2,-35.0,-25.5
2021-02-09,Waskatenau,Village,Canada,186,"(54.09546, -112.78809)",Alberta,-28.3,-30.5,-25.0
2021-02-10,Waskatenau,Village,Canada,186,"(54.09546, -112.78809)",Alberta,-28.8,-30.5,-27.0
2021-02-11,Waskatenau,Village,Canada,186,"(54.09546, -112.78809)",Alberta,-28.3,-34.0,-24.5
2021-02-12,Waskatenau,Village,Canada,186,"(54.09546, -112.78809)",Alberta,-22.0,-24.5,-19.5
2021-02-07,Wembley,Town,Canada,1516,"(55.15416, -119.14111)",Alberta,-38.7,-44.0,-32.0
2021-02-08,Wembley,Town,Canada,1516,"(55.15416, -119.14111)",Alberta,-32.8,-38.0,-29.0
2021-02-09,Wembley,Town,Canada,1516,"(55.15416, -119.14111)",Alberta,-34.1,-38.0,-30.0
2021-02-10,Wembley,Town,Canada,1516,"(55.15416, -119.14111)",Alberta,-30.2,-36.0,-26.0
2021-02-11,Wembley,Town,Canada,1516,"(55.15416, -119.14111)",Alberta,-30.0,-37.0,-23.0
2021-02-12,Wembley,Town,Canada,1516,"(55.15416, -119.14111)",Alberta,-21.5,-29.0,-17.0
2021-02-07,Westlock,Town,Canada,5101,"(54.15544, -113.86003)",Alberta,-38.5,-45.0,-28.0
2021-02-08,Westlock,Town,Canada,5101,"(54.15544, -113.86003)",Alberta,-34.8,-43.0,-25.0
2021-02-09,Westlock,Town,Canada,5101,"(54.15544, -113.86003)",Alberta,-28.5,-33.0,-24.0
2021-02-10,Westlock,Town,Canada,5101,"(54.15544, -113.86003)",Alberta,-27.6,-31.0,-25.0
2021-02-11,Westlock,Town,Canada,5101,"(54.15544, -113.86003)",Alberta,-26.6,-31.0,-23.0
2021-02-12,Westlock,Town,Canada,5101,"(54.15544, -113.86003)",Alberta,-21.1,-24.0,-19.0
2021-02-07,White Sands,Summer village,Canada,120,"(52.46759, -112.8137)",Alberta,-31.4,-35.0,-25.0
2021-02-08,White Sands,Summer village,Canada,120,"(52.46759, -112.8137)",Alberta,-32.0,-37.0,-27.0
2021-02-09,White Sands,Summer village,Canada,120,"(52.46759, -112.8137)",Alberta,-30.1,-34.0,-26.0
2021-02-10,White Sands,Summer village,Canada,120,"(52.46759, -112.8137)",Alberta,-30.3,-34.0,-28.0
2021-02-11,White Sands,Summer village,Canada,120,"(52.46759, -112.8137)",Alberta,-28.8,-34.0,-24.0
2021-02-12,White Sands,Summer village,Canada,120,"(52.46759, -112.8137)",Alberta,-22.0,-24.0,-20.0
